2020-12-11 01:51:59,@DolphfredC See you @ 25 PPS for $NLOK. Consumer cybersecurity has several revenue and cost synergies with many ind… https://t.co/T10vTGtEiG
2020-12-11 01:45:38,"Blessings!

R.J. Boyd
Licensed VA Realtor
Berkshire Hathaway HomeServices Select Realty
https://t.co/cKmLy6GVVo… https://t.co/gH7yEys4Ig"
2020-12-11 01:44:36,"Another reason why companies like $AAPL and $KO are successful? Distribution networks.
https://t.co/AyMbdiW645"
2020-12-11 01:29:08,@tradercracks Berkshire Hathaway
2020-12-11 01:22:36,"What's your favorite part of Hanukkah?
Barbara ""Babs"" Vinson, (919) 602-3003 Barbara.Vinson@BHHSYSU.com 
I connect… https://t.co/Nj8MHFVXZP"
2020-12-11 00:57:31,"Try out these home decor ideas for the most stylish house on the block!
Francie 
Berkshire Hathaway Chaplin William… https://t.co/JQZxLG3adH"
2020-12-11 00:54:58,"May this season be filled with blessings. Happy Hanukkah!
Bobby Fenner, Realtor
Berkshire Hathaway Home Services To… https://t.co/MnadbFS7Gq"
2020-12-11 00:37:44,"RT @BHHSRealEstate: And home is wherever you make it. From all of us at Berkshire Hathaway HomeServices, happy first day of Hanukkah. https…"
2020-12-11 00:22:34,"I was today years old when I learned that the tentacle porn afficionado has never heard of tar sand drilling, Honey… https://t.co/210JVzOp74"
2020-12-11 00:16:11,@ProductHunt Berkshire Hathaway
2020-12-11 00:15:08,"David Fetterhoff
BERKSHIRE HATHAWAY THE PREFERRED REALTY
New listing for $40,000 on 10 Carlton Ave, Punxsutawney, P… https://t.co/YlqwPshqRW"
2020-12-11 00:15:01,"David Fetterhoff
BERKSHIRE HATHAWAY THE PREFERRED REALTY
New listing for $79,000 on 511 Rockland Ave, Punxsutawney,… https://t.co/YqCD8CmrV2"
2020-12-11 00:00:14,"How important is it for your next home to have a big yard?

The Mullins Team
Berkshire Hathaway HomeServices 
Ander… https://t.co/a7g43bqJRx"
2020-12-10 23:58:47,"Berkshire Hathaway Agrees to Pay $4.1 Million for Iran Sanctions Violations - Corruption, Crime &amp; Compliance… https://t.co/NkvbRxI9Ca"
2020-12-10 23:57:24,Simply amazing in Topeka. Move into this 4 BD/ 5 BA now! Call/text/DM me today!  https://t.co/sAnI4XA1ea  Berkshire… https://t.co/EyLPeyTqkR
2020-12-10 23:26:05,Berkshire Hathaway HomeServices Simon &amp; Salhany Realty Inc Ready for a change? This 3 BD/ 2 BA in Stow won't be on… https://t.co/pSTcwgqwYL
